Cycle,Pulse_Number,Voltage (V),R (Ohm),R_err (Ohm),k (Ohm·s^0.5),k_err (Ohm·s^0.5),R2
0,1,3.8795362,5.16780373396398,0.004616400282029739,0.16020883147358092,0.005725939872033557,0.9898843197604552
0,2,3.8385129,4.78545992498938,0.0022992408539252475,0.12432489590994913,0.00285185730798645,0.9958081566802999
0,3,3.7625558,4.662396837872493,0.002320158328513074,0.11082537286850523,0.002877802242232399,0.9946346622279083
0,4,3.6801274,4.6685811482682515,0.0020808458881037507,0.10949233108132365,0.002580971690155302,0.995574495087719
0,5,3.5998371,4.692174287644156,0.003146499598358456,0.08918415925949695,0.0039027524493225,0.9849112367580903
0,6,3.5180006,4.74916411106072,0.0017903551633037746,0.07561666562519655,0.0022206622884463592,0.9931477399798042
0,7,3.4470069,4.97003031414018,0.0029290150649227903,0.073269000878051,0.003632996083841508,0.9807105364913817
0,8,3.3904066,5.217307503415399,0.0030535126470640035,0.08155202614057835,0.0037874163303527617,0.983038006982684
0,9,3.3325081,5.527874003450279,0.001694396342386415,0.07853760689327735,0.002101640018903372,0.9943039931608684
0,10,3.2543941,6.083567809820951,0.005927884341615268,0.1312240717627159,0.007352635654422613,0.9754994359596404
0,11,3.112082,7.253837227650129,0.08206365308744921,0.8854400283361313,0.10178743491925801,0.9043875195727018
1,1,3.8763864,5.270594340227605,0.0040191531463785075,0.16633544998241134,0.004985145968046183,0.9928654512561184
1,2,3.8344467,4.926732905946746,0.003275552234208779,0.12692294990023267,0.004062822544638943,0.9918694505769637
1,3,3.7580316,4.807125323209418,0.0045186937083212956,0.12274937298461971,0.005604749782002507,0.9835948529653047
1,4,3.6773977,4.7702379820892125,0.0029781132742033993,0.10456611522444145,0.003693894917834107,0.9901153137115688
1,5,3.596401,4.808294064443811,0.0029869337775947167,0.09669935166567463,0.0037048354058360814,0.9883932542307505
1,6,3.5148318,4.8732676800209775,0.0012063499772376235,0.0762674165183206,0.0014962930015499916,0.9969302008728342
1,7,3.4443724,5.080954397873177,0.0028512254880843128,0.06692817550092163,0.0035365099880324867,0.9781511903716184
1,8,3.3876958,5.320042759330387,0.0030826802331256303,0.07893289737171447,0.003823594268466175,0.98157360515386
1,9,3.3284802,5.665341131310289,0.002884238532959318,0.0876434853917545,0.003577457630925248,0.9868462614689377
1,10,3.2498889,6.2463222446386695,0.006673312535980429,0.1340921208942417,0.008277225542395523,0.9704190340234196
1,11,3.1107266,7.370286867821899,0.07844254368805467,0.8561762759691136,0.09729600145792892,0.9063613838832618
2,1,3.8723776,5.3258850033245615,0.0045635170177158214,0.17411466438279993,0.0056603462152592645,0.9916160472039065
2,2,3.8299608,4.984694863339623,0.0031082274431675863,0.13402958869708534,0.00385528165577499,0.9934243958348306
2,3,3.7533164,4.8759704993509345,0.001890950981225932,0.11743638775409412,0.0023454360284757415,0.996819113598138
2,4,3.6720335,4.8433015253374725,0.0029585872785992274,0.11318548334341472,0.0036696758750248363,0.9916607486377602
2,5,3.5922778,4.852092159106099,0.0032713664755324888,0.09741413414727537,0.0040576307214473,0.9863099668604786
2,6,3.5101931,4.943998885028155,0.003812963172897643,0.07715556249333576,0.004729398746935027,0.9708186435668035
2,7,3.4403827,5.142887790415057,0.0018581224226696953,0.07349204607204501,0.0023047172131364325,0.9921937743990668
2,8,3.3829999,5.410762666468386,0.002727523439187286,0.07922978802182304,0.0033830764554582215,0.9856236792704836
2,9,3.3235934,5.753964416584179,0.003803607131680111,0.08674699547932392,0.004717794006180718,0.9768845530861289
2,10,3.2449257,6.32968100924939,0.0066659789658395875,0.13331497604019876,0.008268129310397575,0.9701472538380091
2,11,3.1040645,7.439265420155032,0.08008556666536845,0.9188070658011381,0.0993339199670873,0.9144902634227077
3,1,3.8693614,5.393390453318535,0.005124513276439748,0.17696688436594293,0.006356176435643439,0.9897849915732232
3,2,3.8266964,5.059796405777953,0.003350505851796257,0.13371020898035488,0.00415579103675681,0.9923312439717846
3,3,3.7496321,4.950574643602339,0.0035846902809290493,0.12377430900067167,0.004446261071510258,0.9897821737572434
3,4,3.667891,4.922654428623107,0.0024775638296694862,0.11381933552577853,0.0030730397174693874,0.9942021239242096
3,5,3.5879636,4.938601220727462,0.002956573076894499,0.09167792309111537,0.003667177565364662,0.9873613566444278
3,6,3.5059934,5.029237082642721,0.002588788736804345,0.0819374977861023,0.0032109972357441726,0.9878632809490564
3,7,3.4358776,5.248429768092574,0.0024396216181719194,0.07357890066896593,0.00302597819623354,0.9866500958204458
3,8,3.3784566,5.51884119873596,0.0032817457647499005,0.07902358988458477,0.004070504645384115,0.979214952420463
3,9,3.3186684,5.864784259455139,0.003567579715825842,0.09021965005892019,0.004425038027639593,0.9811182143354568
3,10,3.2399242,6.439484571123557,0.006863288943074705,0.13838462339232474,0.008512862216747859,0.970615865114537
3,11,3.0978794,7.547054652909621,0.08522416068626437,0.9504462859580214,0.105707561415114,0.9099536316558952
4,1,3.863081,5.518115328196588,0.003633325719388575,0.17089505616565026,0.004506586452312216,0.99446755606784
4,2,3.8201296,5.18484639196803,0.0037455954094813173,0.13163982499275434,0.004645839878138977,0.9901340735020923
4,3,3.7424736,5.081225093196025,0.0021584605130440474,0.1203414502235596,0.002677241083187847,0.9960561689992129
4,4,3.6604462,5.055493111848972,0.0045609860382469026,0.11358998049182664,0.005657207606876155,0.9805427831985034
4,5,3.5805187,5.07011808786363,0.0029164115602558095,0.09114547868877652,0.003617363764365097,0.9875558351997397
4,6,3.4986439,5.1727027259126555,0.0010545321634078285,0.07600811220420131,0.0013079863256486156,0.9976365367811326
4,7,3.4291964,5.382345009025584,0.0030172985483894487,0.07894168409316128,0.0037424986873388893,0.9823371374607869
4,8,3.371737,5.666471824410271,0.0033072693263370236,0.07511736390127104,0.004102163223063955,0.9766978803412393
4,9,3.3115098,6.0191797668954665,0.004251433027035674,0.08677930030220476,0.005273254290356492,0.9713072766843214
4,10,3.2317922,6.603142698348738,0.009204629699485184,0.141125319376177,0.01141693937898793,0.9502473553358028
4,11,3.0859294,7.691850767095685,0.09183330921313983,1.0528475867093698,0.11390521481234298,0.9143804173882741
5,1,3.8605039,5.573078798295284,0.003951522825634464,0.18090466721720574,0.00490126143302028,0.9941620100350907
5,2,3.8176098,5.244442394895751,0.002717419371342871,0.13850694368367578,0.0033705443021332187,0.9952848623779812
5,3,3.7397249,5.153319447696375,0.0030043463427914274,0.1213049091451901,0.003726433456447227,0.9925070373335452
5,4,3.6576974,5.122939991010902,0.004191016137959794,0.10902866669892067,0.005198316350759852,0.9821389522489454
5,5,3.577827,5.133633008432619,0.0016767654107913109,0.0949760615912168,0.002079771775540966,0.9961785321301805
5,6,3.4961812,5.2341943071487345,0.002648220566071669,0.08046665260117343,0.003284713743219862,0.9868446632766454
5,7,3.4264283,5.464981550464059,0.0031268644208268057,0.07410315487255348,0.003878398439364298,0.9785559360623877
5,8,3.3688545,5.7476896149481576,0.002302799922740331,0.07726356616366804,0.0028562721123636197,0.9891852304275404
5,9,3.3082645,6.113668542017053,0.0028040079675581025,0.08759540643671014,0.0034779442506911802,0.9875454044820625
5,10,3.2291577,6.677789278641623,0.006971037429358917,0.14725120528002023,0.008646508805631855,0.9731566567749369
5,11,3.093298,7.684837939449847,0.0835020210572414,0.9552406864556386,0.10357152228938654,0.9140374894273712
6,1,3.8576405,5.632086082345534,0.0049042104395098235,0.1727740725032019,0.006082925129390035,0.9901808854388834
6,2,3.814441,5.305079757807435,0.0034428820245181175,0.13993534926966503,0.00427037008088113,0.9926049252542766
6,3,3.7364032,5.208748222851786,0.0028616754170127357,0.1283620073322125,0.0035494719308026305,0.9939201067283785
6,4,3.6539557,5.189523016452149,0.002840783523949927,0.10867463358075895,0.0035235587196588334,0.9916601258821705
6,5,3.5740855,5.197410092061778,0.002497735092946355,0.09083859273732448,0.0030980594630077,0.9907805258270151
6,6,3.4923062,5.31199628157012,0.0023985694913753377,0.07982404237545396,0.0029750596499034093,0.9890095770655117
6,7,3.4227631,5.542414801689613,0.0010781352240951524,0.07395216065637121,0.0013372623232665154,0.9973909230894725
6,8,3.3650749,5.828400407550903,0.0031812747089428797,0.07620770658157197,0.003945886106320361,0.9790026180891267
6,9,3.3042176,6.194477157994147,0.004034981522590127,0.09074292241889836,0.005004779217584758,0.9762429655124372
6,10,3.2243474,6.777657369797107,0.008282599337799307,0.14594649174024452,0.010273301307986997,0.9618723397642406
6,11,3.0798972,7.830330293615876,0.09292497413571932,1.0652833694311785,0.11525925861593497,0.9143686729310332
7,1,3.8540325,5.695444011012016,0.004640347529775685,0.18359606971038334,0.005755643428848549,0.9921990089822537
7,2,3.8107376,5.381789356514745,0.0031544020443944024,0.13651228329519338,0.003912554662551749,0.9934713601187708
7,3,3.7326999,5.27756441271868,0.001687875242763929,0.12595789942905133,0.0020935518287868763,0.9977948007370258
7,4,3.6499279,5.25124772926928,0.00275828577619063,0.11646177402056433,0.003421232846458338,0.993143531758379
7,5,3.5699811,5.2667592138290225,0.0020006277347653194,0.0959319845005772,0.002481473591679663,0.9946756824959805
7,6,3.4885263,5.38179314489722,0.0020480665196758083,0.08121963740900148,0.0025403141754501914,0.9922347189843838
7,7,3.4186971,5.631838156348243,0.0024456982299342813,0.0727598271673347,0.003033515666851225,0.986284820277153
7,8,3.3608751,5.919958685547291,0.0018506792252391976,0.0795308428406832,0.0022954853394523125,0.993379617097504
7,9,3.2997696,6.286175624037436,0.0034530080304482945,0.09585519728353674,0.004282929847707026,0.9842797614004622
7,10,3.219403,6.875864204328749,0.009576634733951381,0.15020536220578537,0.011878354898570073,0.9523536164691523
7,11,3.0732541,7.912829049911645,0.09290346825956441,1.1224116267367392,0.1152325838700552,0.9222360407180126
8,1,3.8504438,5.764443524975687,0.00276714226542742,0.18359220109983077,0.003432217295423365,0.997211834785404
8,2,3.8071871,5.4387347332019225,0.002561823359825923,0.14259177361262107,0.0031775505569120216,0.9960430179613778
8,3,3.728462,5.354961110358434,0.0015081216010328694,0.12335830806780355,0.001870594478755675,0.9981638240240698
8,4,3.6457474,5.320340636530521,0.0011025075755521773,0.11853368990177597,0.0013674922381387866,0.9989363617645977
8,5,3.5658579,5.33647662312673,0.002703612104570335,0.09525960460541555,0.0033534178363494485,0.990183347983239
8,6,3.4844985,5.462046418351382,0.0022092887833207145,0.07564817594626351,0.002740285264460455,0.9896115827146539
8,7,3.4132566,5.753596405184648,0.00279975603258412,0.07067967565250254,0.003472669693454353,0.98105386197772
8,8,3.3562365,6.0188069566924405,0.0023676278681726863,0.07870142969667672,0.002936680713430197,0.9889839111053049
8,9,3.29494,6.389874136199716,0.003539986746310533,0.0918565409297477,0.004390812824287979,0.9820488306614971
8,10,3.2139816,6.9831887907401935,0.011606980391864754,0.1578154642149193,0.014396686204208848,0.9375799298719711
8,11,3.0648355,8.007251355087433,0.09918247008659135,1.2118831993859573,0.12302070400244891,0.9238408586050648
9,1,3.8472748,5.821107589754196,0.00570251559063487,0.18484659284157184,0.007073099524320876,0.988422119020561
9,2,3.8038845,5.49826887877504,0.0017993249160026185,0.14453812066047061,0.002231787709685925,0.998096278654487
9,3,3.7247968,5.413035773768528,0.0020645306953187403,0.13480670015754573,0.002560734968403154,0.9971216444543628
9,4,3.6416621,5.391455837900753,0.0032007468450370095,0.11915877432529029,0.003970037543995915,0.9911978751918377
9,5,3.5619826,5.402923218816538,0.002802428078363045,0.09555298811845239,0.003475983957541254,0.9895242909478839
9,6,3.4802797,5.5395085103730315,0.002568263905345496,0.08104926440036693,0.0031855390697154984,0.9877925917602944
9,7,3.4110613,5.788594379862752,0.003349432359066564,0.07373101364369454,0.004154459212149521,0.9752300209792581
9,8,3.3530102,6.0878969855392295,0.0032664418241983573,0.079328483581481,0.004051522130127763,0.9795591579651995
9,9,3.2905686,6.477550602060444,0.0033899521561623507,0.09529137583184492,0.004204717830760994,0.9846628711022922
9,10,3.2090185,7.078162020454338,0.011070139997522254,0.16390575477006275,0.01373081768840556,0.9468416215018497
9,11,3.0592043,8.066754651653552,0.10319934273782551,1.2662940146455948,0.12800302082850695,0.924432263955425
